qseqid	sseqid	pident	length	mismatch	evalue	bitscore
104433910	AT2G27020	100	35	0	1.18e-27	74.3
104433911	AT2G26990	90	80	8	5.72e-65	150
104433912	AT2G26980	79.592	49	10	8.25e-38	89.7
104433913	AT1G79480	70	80	24	2.45e-33	130
104433914	AT2G26970	74.194	31	8	2.74e-08	57
104433915	AT3G43790	47.273	110	9	4.26e-29	90.5
104433916	AT2G41110	90.511	137	9	6.06e-75	246
104433917	AT3G56860	46.491	228	109	1.83e-62	221
104433918	ATCG01000	66.667	78	18	2.44e-20	96.7
104433919	AT2G27040	59.509	163	42	1.33e-124	197
104433920	AT4G09350	78.169	142	31	2.37e-63	212
104433921	AT5G21105	64.396	323	113	2.61e-138	434
104433922	AT2G27080	45.815	227	122	5.57e-48	167
104433923	AT2G27090	47.23	379	164	4.55e-64	234
104433924	AT1G24290	59.216	510	131	0	542
104433925	AT5G21070	94.444	108	6	8.44e-50	176
104433926	AT1G77940	73.81	42	11	1.8e-14	70.5
104433927	AT2G27110	60.617	810	255	0	993
104433928	AT3G43720	36.42	162	74	2.05e-17	82
104433929	AT1G74470	62.264	424	152	8.37e-172	498
104433930	AT2G02970	54.93	71	31	4.68e-16	84.7
104433931	AT2G45260	73.598	428	106	0	653
104433932	AT5G17770	80.851	47	9	5.75e-16	80.5
104433933	AT3G02680	59.341	91	35	2.4e-24	111
104433934	AT3G43610	53.527	241	101	5.42e-60	229
104433935	AT3G44050	37.222	360	212	1.59e-39	163
104433936	AT5G06570	49.55	222	104	4.17e-56	191
104433937	AT5G06600	71.26	254	17	5.12e-111	347
104433938	AT4G12650	58.637	631	253	0	662
104433939	AT2G35860	80.053	376	68	1.18e-173	522
104433940	AT1G08470	68.493	146	42	4.19e-60	213
104433941	AT5G45530	43.82	267	132	3.72e-56	209
104433942	AT1G53350	26.335	562	340	1.04e-65	162
104433943	AT5G22050	60.825	97	37	1.56e-29	120
104433944	AT3G22190	46.108	167	88	1.13e-30	127
104433945	AT5G22070	69.065	278	81	2.09e-130	399
104433946	AT2G27210	92.063	63	5	1.31e-62	118
104433948	AT5G22100	43.128	211	66	9.18e-33	132
104433949	AT5G22120	67.797	59	19	3.02e-18	89
104433950	AT5G22250	72.695	282	71	1.17e-144	410
104433951	AT2G27230	41.949	236	78	1.13e-37	153
104433953	AT2G33840	66.667	162	25	7.55e-61	214
104433954	AT3G44200	39.087	504	272	1.1e-55	213
104433955	AT3G44290	82.5	40	7	1.94e-27	75.9
104433956	AT1G08380	47.934	121	29	1.69e-28	108
104433957	AT5G06210	42.623	61	32	1.91e-09	51.6
104433958	AT1G08370	79.245	53	11	1.13e-20	96.7
104433960	AT2G27350	80.392	51	10	4.42e-29	93.6
104433961	AT5G06180	53.125	64	27	4.62e-27	75.5
104433963	AT5G22360	89.041	73	7	2.61e-34	132
104433964	AT5G22430	37.681	138	69	4.06e-20	88.6
104433967	AT5G22400	81.481	81	15	3.32e-34	138
104433969	AT5G22390	31.852	135	60	1.86e-09	58.9
104433971	AT2G27730	50.746	67	29	4.97e-07	50.1
104433972	AT2G27460	84.404	109	17	5.67e-53	201
104433973	AT3G52660	52.174	115	27	2.02e-29	125
104433974	AT1G03530	70.992	131	37	2.78e-51	195
104433975	AT2G27510	58.974	156	59	7.7e-57	190
104433976	AT1G08360	81.481	81	15	2.2e-36	137
104433977	AT3G44450	54.878	82	36	6.99e-22	89.7
104433978	AT1G08350	45.185	270	118	2.08e-67	238
104433979	AT2G04160	57.977	257	92	1.28e-82	291
104433980	AT1G67190	63.42	421	153	1.18e-179	516
104433981	AT1G08320	72.826	92	25	5.97e-43	162
104433982	AT3G44510	65.476	84	23	1.72e-53	119
104433983	AT3G16520	49.462	186	79	3.8e-86	179
104433984	AT3G16520	50	182	76	4.6e-78	179
104433985	AT3G16520	50	182	76	3.96e-87	179
104433986	AT5G22460	69.444	72	22	6.98e-47	115
104433988	AT3G21770	50.704	142	66	2.36e-33	131
104433989	AT4G01070	45.902	183	94	1.02e-60	150
104433990	AT2G27550	75.714	70	16	7.97e-32	107
104433991	AT3G56160	55.769	52	22	1.55e-07	56.6
104433992	AT1G08290	87.234	141	15	5.66e-79	262
104433993	AT1G08280	54.131	351	147	2.73e-129	385
104433994	AT1G08280	61.922	281	105	1.85e-129	385
104433995	AT3G52800	73.016	63	17	7.93e-26	103
104433996	AT2G27610	60.996	823	320	0	1084
104433997	AT3G49490	45.283	53	29	3.01e-05	49.7
104433998	AT2G27600	80.606	165	25	1.11e-64	227
104433999	AT3G44530	54.728	349	149	0	345
104434000	AT4G33790	49.153	118	25	3.66e-28	119
104434001	AT2G27690	64.086	465	159	0	610
104434002	AT3G54170	89.091	55	6	9.16e-23	102
104434005	AT1G08260	52.703	222	62	1.33e-57	212
104434006	AT3G22430	43.023	86	49	9.58e-15	80.1
104434007	AT4G22720	87.234	188	24	7.21e-112	355
104434008	AT4G21105	48.454	97	18	6.37e-23	89.7
104434009	AT2G36410	56.25	64	27	4.66e-14	70.5
104434010	AT2G36430	49.065	428	206	2.2e-139	407
104434011	AT2G36460	82.069	290	47	1.87e-170	488
104434012	AT2G27770	56.037	323	113	1.91e-109	337
104434013	AT2G44860	79.07	43	9	2.89e-16	77
104434014	AT1G08250	79.79	381	66	0	582
104434015	AT3G44735	77.273	22	5	0.000199	40
104434016	AT2G27830	41.631	233	80	5.2e-34	126
104434017	AT1G27650	94.937	79	4	4.63e-45	167
104434018	AT1G08230	55.172	87	37	1.3e-50	103
104434019	AT1G08230	65.354	127	44	1.6e-38	147
104434020	AT1G08230	57.083	240	68	6.76e-68	235
104434021	AT4G39920	59.821	336	119	3.32e-110	330
104434022	AT2G37860	66.667	87	29	9.51e-28	117
104434023	AT1G08200	88.235	85	10	1.33e-43	164
104434024	AT5G22810	64.286	182	32	6.35e-84	232
104434025	AT5G48930	29.424	469	275	1.8e-55	195
104434026	AT1G48410	59	100	13	1.62e-99	111
104434027	AT5G22850	64.634	82	29	1.16e-58	102
104434028	AT4G27590	39.831	118	45	3.56e-16	75.5
104434029	AT1G48410	52.381	126	32	2.33e-117	118
104434030	AT1G08220	57.812	64	27	1.51e-14	74.3
104434031	AT1G08190	80.808	99	18	7.59e-70	169
104434032	AT2G27920	38.953	172	26	1.04e-51	114
104434033	AT2G27900	75.701	107	26	2.19e-36	153
104434035	AT2G27930	55.682	176	32	1.15e-55	186
104434037	AT5G24580	40.476	210	30	1.66e-33	131
104434038	AT2G37520	66.667	51	17	1.78e-26	77.4
104434039	AT2G27970	86.957	46	4	3.49e-19	82.8
104434040	AT5G22875	62.5	64	24	1.39e-18	80.9
104434041	AT1G61730	31.683	101	56	1.92e-07	53.5
104434043	AT2G17030	22.642	318	205	4.5e-13	73.9
104434044	AT3G44880	81.443	97	16	2.85e-43	167
104434045	AT1G07790	96.809	94	3	9.16e-61	189
104434046	AT5G22890	43.117	385	138	3.07e-88	290
104434047	AT4G35580	78.261	92	20	5.76e-41	159
104434048	AT3G44890	79.07	43	9	5.2e-16	78.6
104434049	AT5G03510	38.722	266	129	5.85e-40	143
104434050	AT2G28190	51.282	78	6	9.14e-20	70.9
104434051	AT2G28160	48.062	129	26	1.4e-36	106
104434052	AT5G22930	57.317	82	35	6.99e-17	80.9
104434053	AT5G04320	67.647	34	11	1.2e-06	52.8
104434054	AT2G28130	64.865	74	26	1.11e-23	107
104434055	AT5G48330	44.662	459	132	1.11e-96	310
104434056	AT2G28120	72.727	561	146	0	743
104434057	AT4G10450	81.89	127	23	1.5e-69	226
104434058	AT2G36870	70.94	117	34	1.04e-40	152
104434059	AT5G22950	53.333	135	19	2.42e-15	77.4
104434061	AT1G08110	52.174	92	14	2.27e-18	86.3
104434062	AT1G79180	35.593	177	58	7.58e-23	100
104434063	AT1G08125	37.398	123	52	1.69e-12	69.3
104434064	AT2G28105	54.386	57	26	8.9e-13	67
104434065	AT4G05160	63.235	204	75	4.65e-98	268
104434066	ATCG00490	56.436	101	41	3.71e-33	109
104434067	AT5G55830	29.669	664	384	5.64e-73	253
104434068	AT1G60060	44.608	204	21	4.28e-37	143
104434069	AT1G60160	73.118	372	85	8.77e-166	535
104434070	AT1G70300	63.128	358	129	5.33e-134	441
104434071	AT1G23870	74.963	675	168	0	1054
104434072	AT1G70280	42.276	246	106	1.39e-33	136
104434073	AT1G60070	96.04	101	4	3.15e-53	205
104434074	AT5G40250	49	300	120	5.13e-73	242
104434075	AT3G17430	88.421	95	11	4.89e-54	179
104434076	AT4G01575	59.756	82	30	4.74e-25	99
104434077	AT5G30495	45.57	79	39	7e-16	78.2
104434078	AT3G17460	35.849	53	34	1.75e-05	46.6
104434079	AT1G48260	52.071	169	46	6.56e-92	178
104434080	AT3G06950	54.315	197	37	2.45e-71	205
104434081	AT4G04370	51.753	713	341	0	769
104434082	AT4G20010	36.264	91	23	1.42e-09	62.8
104434084	AT3G06960	52.672	131	57	1.99e-36	142
104434085	AT3G17130	44.937	158	80	4.27e-37	130
104434087	AT3G17130	37.107	159	92	7.38e-24	93.2
104434088	AT5G44030	79.487	195	38	1.46e-150	292
104434089	AT1G09270	46.067	89	39	2.16e-18	91.7
104434090	AT1G47970	75.862	58	13	0.000168	43.9
104434091	AT1G09270	62.5	64	24	5.96e-37	85.1
104434092	AT1G09270	39.252	107	30	1.15e-32	78.6
104434093	AT2G34410	66.061	165	29	1.73e-86	189
104434094	AT5G24600	71.512	172	43	1.78e-82	247
104434095	AT3G17170	74.118	85	22	8.36e-37	142
104434096	AT5G49580	43.781	201	84	5.15e-42	165
104434097	AT5G49610	64.286	364	122	1.09e-163	470
104434098	AT1G47990	63.2	125	33	2.51e-37	144
104434099	AT3G06500	82.738	168	29	2.97e-93	308
104434100	AT3G59470	80.508	118	23	7.16e-65	221
104434101	AT5G49620	94.828	58	3	3.68e-31	125
104434102	AT3G17205	62.5	104	36	5.26e-39	126
104434103	AT1G60470	72.174	115	29	1.33e-46	170
104434104	AT5G24650	44.928	138	61	7.09e-24	103
104434106	AT1G07060	42.857	84	46	8.27e-11	64.7
104434107	AT2G30130	93.617	47	3	5.89e-25	100
104434108	AT5G49730	61.818	110	42	1.23e-63	145
104434109	AT2G30140	49.216	319	148	3.39e-83	280
104434110	AT2G30140	48.986	296	142	3.08e-85	276
104434111	AT2G30140	48.311	296	144	4.36e-84	275
104434112	AT2G30140	50.498	301	141	4.49e-83	280
104434113	AT1G07030	69.959	243	67	1.76e-104	325
104434114	AT3G49590	49.54	543	204	1.35e-111	368
104434115	AT1G07020	38.889	162	64	1.47e-21	90.5
104434116	AT1G07010	59.155	71	29	2.69e-23	104
104434118	AT5G37055	74.286	70	18	6.27e-31	119
104434119	AT2G30210	65.037	409	97	0	530
104434120	AT5G58450	42.017	238	121	3.44e-40	165
104434121	AT5G24680	47.222	252	93	2.28e-59	211
104434122	AT5G07120	47.716	394	135	6.45e-80	271
104434123	AT2G24560	43.147	197	62	1.36e-74	175
104434124	AT1G06980	89.13	92	10	7.86e-53	172
104434125	AT2G38470	50.89	281	68	4.99e-49	182
104434126	AT1G06960	77.647	85	19	2.51e-38	140
104434127	AT1G16870	46.599	397	77	2.54e-93	307
104434128	AT5G05340	50	308	96	8.85e-91	283
104434129	AT2G30330	60.714	84	33	3.35e-34	108
104434130	AT1G14540	54.962	131	57	3.73e-62	152
104434131	AT4G27870	44.218	147	72	3.27e-29	128
104434132	AT2G30330	60.714	84	33	3.45e-34	108
104434133	AT1G06950	74.398	332	83	3.88e-160	481
104434134	AT5G05340	50.325	308	95	3.59e-92	288
104434135	AT2G30340	59.048	105	33	6.88e-46	117
104434136	AT2G30360	62.558	430	142	0	527
104434137	AT4G14723	75	60	15	2.37e-16	75.1
104434138	AT2G28315	77.528	89	18	4.06e-49	140
104434139	AT1G06900	46.914	243	79	1.62e-57	220
104434140	AT2G30480	46.835	79	27	2.89e-06	53.9
104434141	AT4G27870	44.218	147	72	2.52e-29	128
104434142	AT4G32010	42.453	212	71	2.84e-52	119
104434144	AT5G24900	43.31	284	122	6.21e-72	244
104434145	AT5G58290	91.429	140	12	9.27e-76	258
104434146	AT5G58320	43.333	570	253	5.23e-104	344
104434147	AT5G01970	70.667	75	22	9.33e-28	114
104434148	AT5G58270	81.818	55	8	1.22e-34	92
104434149	AT5G24910	56.429	140	61	1.55e-71	181
104434154	AT1G02305	77.027	74	17	2.83e-32	130
104434155	AT1G53430	79.167	24	5	9.89e-12	44.7
104434158	AT5G26680	54.651	86	18	4.79e-28	94
104434159	AT1G27170	35.273	275	155	4.13e-32	135
104434163	AT3G03330	64.815	54	19	5.34e-28	76.3
104434165	AT3G02130	56.943	785	315	0	793
104434170	AT3G14470	35.158	1078	594	2.43e-156	512
104434179	AT1G27170	37.729	273	140	1.54e-43	155
104434180	AT1G27170	35.958	381	215	4.34e-53	209
104434181	AT5G36930	35.354	297	161	1.45e-40	139
104434182	AT1G27170	38.281	384	203	9.43e-63	239
104434190	AT2G28480	77.686	121	27	2.45e-48	178
104434192	AT1G35720	64.935	154	24	2.23e-56	198
104434194	AT4G08850	45.244	862	462	0	681
104434196	AT1G72210	43.636	165	68	1.86e-18	88.2
104434197	AT1G02330	86.538	52	7	1.55e-21	96.7
104434198	AT4G40080	37.457	291	171	4.1e-44	156
104434200	AT4G29450	59.375	64	26	1.03e-44	89
104434201	AT5G44050	61.667	180	69	1.08e-65	232
104434206	AT3G62020	73.545	189	47	4.74e-95	284
104434217	AT2G46920	60.081	744	225	0	805
104434218	AT4G31980	34.821	448	252	4.98e-69	236
104434221	AT3G48560	83.824	476	77	0	844
104434224	AT3G48520	61.706	504	184	0	590
104434227	AT5G63420	57.48	254	51	1.06e-60	228
104434228	AT3G62030	84.444	45	7	2.58e-27	80.9
104434230	AT5G63380	60	290	109	9.33e-88	298
104434231	AT3G48500	67.234	235	71	9.89e-94	320
104434232	AT3G14470	31.429	665	397	3.61e-72	268
104434233	AT3G01680	43.784	185	95	8.42e-42	154
104434235	AT4G24805	79.286	140	28	3.15e-80	235
104434236	AT2G31880	64.014	578	199	0	744
104434237	AT3G26330	35.507	276	154	1.34e-93	165
104434238	AT4G01660	72.308	130	33	2.46e-55	206
104434240	AT3G48270	45.014	351	123	5.43e-79	269
104434241	AT4G13310	36.22	254	154	5.28e-58	191
104434244	AT3G48280	51.381	181	87	1.27e-56	202
104434248	AT2G29760	39.406	741	402	0	602
104434249	AT3G57520	46.259	147	79	9.82e-56	148
104434250	AT3G48240	67.347	49	15	3.59e-25	68.9
104434254	AT3G62060	75.51	49	12	1.7e-27	82.8
104434256	AT1G19100	70.588	51	15	4.44e-29	81.6
104434260	AT5G40380	74.747	99	25	3.13e-40	157
104434262	AT5G40380	39.189	222	119	6.55e-41	159
104434264	AT5G40380	69.072	97	30	3.8e-37	145
104434265	AT3G62070	65.753	73	17	4.75e-24	86.3
104434274	AT5G40380	38.136	236	129	5.84e-40	156
104434276	AT1G57560	38.849	278	108	5.26e-44	160
104434279	AT5G40380	73.684	95	25	1.25e-37	149
104434287	AT1G09530	46.296	54	5	0.000212	45.8
104434289	AT5G62520	38.953	172	61	3.09e-26	110
104434292	AT5G62520	57.831	83	35	6.86e-25	105
104434295	AT3G11220	76.923	78	18	4.98e-42	124
104434299	AT3G62080	45.588	136	24	4.38e-29	122
104434308	AT1G02360	76.033	121	29	7e-62	201
104434312	AT2G36330	58.73	63	24	9.1e-25	73.9
104434314	AT1G70140	46.337	505	201	9.47e-136	415
104434315	AT5G28470	58.963	463	176	1.13e-173	512
104434317	AT5G45340	23.636	220	85	2.17e-18	56.2
104434318	AT4G01720	94.872	39	2	1.92e-25	89.7
104434321	AT2G47140	52.174	253	119	3.09e-86	260
104434325	AT5G43740	37.681	138	78	2.03e-21	91.3
104434326	AT5G08139	40.351	57	34	1.35e-10	62.8
104434327	AT2G29760	32.29	607	373	5.89e-106	335
104434329	AT4G01730	51.724	174	72	6.01e-48	110
104434338	AT4G01800	84.375	96	14	1.32e-73	162
104434339	AT1G74600	52.753	781	368	0	803
104434344	AT1G74190	40.617	746	405	2.67e-128	431
104434346	AT1G18660	51.24	121	31	5.12e-32	119
104434348	AT4G01790	62.712	59	22	5.62e-18	82.8
104434351	AT5G07740	85.59	229	33	1.34e-108	387
104434352	AT1G74360	59.536	388	147	0	423
104434354	AT5G61290	64.362	188	57	5.64e-70	242
104434355	AT2G02980	42.553	517	292	2.46e-142	457
104434356	AT5G07810	61.111	126	49	1.24e-40	167
104434359	AT3G62140	51.163	43	21	2.3e-07	45.8
104434364	AT5G60970	40.678	295	124	4.25e-48	175
104434366	AT1G18610	61.111	54	21	5.72e-29	77.8
104434367	AT1G74150	67.308	52	17	3.01e-30	84
104434369	AT3G62150	62.951	305	63	0	324
104434375	AT5G60850	74.324	74	12	7.05e-30	120
104434376	AT3G56600	52	50	24	1.06e-07	56.2
104434377	AT1G73880	47.324	355	168	2.44e-108	330
104434378	AT1G73880	49.185	368	168	1.05e-118	356
104434379	AT5G08139	43.548	186	83	1.89e-36	140
104434383	AT1G68780	55.989	359	152	2.28e-103	327
104434386	AT2G47000	58.685	426	132	9.02e-147	484
104434397	AT3G62150	57.829	479	99	0	435
104434398	AT5G54610	35	160	96	1.97e-22	101
104434399	AT3G14470	37.386	329	194	2.48e-52	202
104434400	AT1G49030	63.014	73	27	2.46e-29	108
104434401	AT4G36220	42.16	287	152	8.94e-66	227
104434403	AT4G36220	43.554	287	148	1.01e-72	246
104434406	AT3G18390	57.085	247	76	1.67e-79	283
104434410	AT3G18360	77.419	31	7	7.13e-10	58.9
104434412	AT1G68390	62.844	218	78	2.37e-80	270
104434413	AT1G73805	52.055	219	84	8.8e-53	193
104434419	AT3G62160	58.503	294	113	1.02e-137	340
104434421	AT1G66980	56.869	313	122	1.52e-95	339
104434429	AT1G70250	54.487	312	132	2.2e-102	349
104434430	AT2G47010	71.642	201	54	2.69e-89	296
104434436	AT1G18390	66.23	305	94	4.16e-126	410
104434441	AT4G18250	53.409	352	141	4.46e-108	358
104434451	AT3G18230	52.528	356	148	8.09e-61	224
104434453	AT1G75250	57.895	57	23	6.55e-14	69.7
104434458	AT1G16390	51.228	285	108	3.4e-78	246
104434463	AT1G18290	38.068	176	92	6.11e-36	127
104434467	AT1G06030	74.815	135	33	1.42e-59	208
104434473	AT5G43830	42.754	138	47	1.18e-27	112
104434480	AT5G21970	65.239	397	136	1.77e-164	508
104434486	AT2G47060	87	100	13	1.95e-50	180
104434494	AT4G08850	50	376	178	1.35e-106	350
104434497	AT2G47070	48.971	243	82	4.45e-56	211
104434507	AT2G43670	47.872	94	47	2.13e-27	105
104434509	AT4G23160	40.838	191	106	8.6e-36	150
104434515	AT3G14470	36.53	1095	601	0	586
104434517	AT4G01850	92.105	228	18	0	409
104434525	AT3G14470	33.231	325	205	5.17e-38	155
104434539	AT1G14020	74.757	103	26	5.13e-45	171
104434541	AT4G08850	50.622	241	109	1.2e-71	236
104434543	AT4G03500	39.252	107	63	5.57e-22	79.7
104434547	AT5G40380	37.162	148	62	2.41e-28	94.7
104434550	AT3G14470	36.17	1034	582	2.68e-173	563
104434553	AT5G41040	43.151	292	161	8.69e-99	243
104434556	AT5G21970	64.414	222	79	2.12e-122	275
104434558	AT1G53440	34.211	114	43	5.88e-08	58.2
104434564	AT5G35770	58.73	378	151	3.5e-136	435
104434572	AT3G59500	70	140	42	7.78e-59	201
104434575	AT1G53430	61.236	178	21	7.35e-88	213
104434577	AT3G07740	72.603	73	20	4.06e-25	112
104434578	AT3G14470	35.946	1046	595	9.82e-162	530
104434599	AT5G48170	60.403	149	43	1.32e-32	119
104434601	AT1G14020	84.906	53	8	6.84e-40	99
104434604	AT1G14030	61.029	136	53	5.64e-45	170
104434609	AT3G14470	35	700	420	9.58e-129	351
104434610	AT2G04900	58.824	51	18	1.65e-09	57.4
104434623	AT5G35750	59.172	169	62	2.47e-78	186
104434638	AT4G29090	26.032	557	383	7.63e-39	156
104434642	AT3G14470	30.263	152	98	8.95e-11	67.4
104434656	AT3G07780	70.984	386	96	0	575
104434660	AT3G14470	32.586	669	400	1.11e-92	287
104434674	AT2G04030	72.222	54	15	6.25e-60	81.3
104434677	AT3G06130	73.333	45	12	1.55e-13	73.9
104434680	AT3G14470	30.636	1038	631	6.66e-109	376
104434681	AT3G14470	29.542	765	430	4.73e-66	246
104434683	AT5G48910	54.733	243	109	4.18e-84	264
104434684	AT5G16570	73.469	49	13	5.73e-28	75.5
104434687	AT3G14470	36.814	929	536	9.57e-161	530
104434691	AT3G14470	31.461	801	515	5.52e-102	345
104434692	AT3G27690	94.828	116	6	1.08e-72	235
104434695	AT5G35630	40.404	99	19	5.74e-27	57.8
104434698	AT5G07990	50	88	40	1.65e-39	87.4
104434699	AT2G45550	53.03	132	62	7.49e-58	152
104434701	AT2G05120	52.903	620	244	0	601
104434702	AT3G21550	57.558	172	73	1.72e-72	219
104434705	AT3G56990	46.043	139	31	6.26e-15	81.6
104434707	AT5G18810	82.353	51	9	1.33e-19	90.1
104434708	AT3G14470	32.064	814	506	6.43e-115	398
104434716	AT3G07760	91.045	67	6	8.99e-34	127
104434723	AT3G14470	29.271	1042	599	2.18e-106	358
104434724	AT5G15180	55.245	143	61	1.37e-41	157
104434730	AT2G39090	83.333	78	13	6.33e-29	118
104434733	AT1G02980	63.636	55	20	5.48e-40	79.3
104434734	AT1G06040	54.128	109	41	1.23e-27	110
104434740	AT2G05170	73.077	728	150	0	1059
104434745	AT4G02510	52.632	304	140	3.49e-81	293
104434746	AT4G15840	38.547	358	147	1.45e-45	179
104434750	AT5G48150	76.212	433	100	0	668
104434753	AT1G27170	37.245	392	225	8.18e-68	247
104434763	AT5G26680	73.913	46	12	1.5e-19	78.6
104434769	AT1G61370	43.925	428	227	3.37e-109	360
104434770	AT1G61550	56.021	191	49	1.1e-97	214
104434771	AT1G61550	42.389	427	228	4.46e-123	333
104434780	AT2G04880	52.174	115	47	2.37e-28	121
104434786	AT1G60500	53.254	338	155	0	363
104434787	AT1G60500	40.989	283	161	5.01e-130	172
104434789	AT1G60500	54.26	446	200	0	482
104434791	AT1G60500	49.339	454	216	0	430
104434797	AT5G55560	72.254	173	44	4.4e-82	270
104434800	AT4G26640	40.972	288	88	2.14e-50	182
104434803	AT3G02750	54.244	271	75	5.22e-62	222
104434804	AT1G05840	41.52	171	55	6.86e-33	135
104434809	AT5G17540	53.333	255	105	3.72e-76	245
104434812	AT1G56145	71.429	77	22	7.91e-70	120
104434814	AT5G48130	54.78	387	153	4.27e-140	436
104434817	AT3G54650	53.719	121	50	1.98e-24	110
104434818	AT2G37770	59.748	159	28	3.04e-53	188
104434825	AT3G07800	76.562	64	15	2.72e-28	114
104434835	AT5G47530	52.326	172	77	3.03e-54	182
104434838	AT5G44120	37.667	300	126	2.26e-45	169
104434840	AT5G25070	46.154	91	49	1.72e-30	85.1
104434842	AT2G33460	64.865	37	11	5.81e-11	52.4
104434844	AT5G47530	51.542	227	66	4.02e-68	226
104434846	AT4G18180	41.379	174	66	1.14e-33	133
104434848	AT2G01050	26.609	233	154	1.98e-12	71.2
104434850	AT3G05610	50.204	490	202	1.91e-167	496
104434853	AT2G04842	81.955	133	24	1.15e-67	242
104434858	AT5G49110	54.118	340	146	7.6e-74	275
104434861	AT5G49100	41.967	305	120	1.9e-25	109
104434863	AT2G04842	80.451	133	26	2.5e-66	237
104434866	AT5G35732	49.541	109	47	2.2e-26	94.4
104434867	AT3G07680	66.667	66	22	1.56e-33	96.3
104434870	AT1G61420	43.137	408	215	9.27e-174	328
104434875	AT2G34440	40.741	108	54	6.8e-18	80.1
104434877	AT3G07870	46.629	178	85	2.14e-38	148
104434878	AT1G60500	50	442	211	0	424
104434882	AT1G27170	35.537	363	225	7.39e-53	205
104434888	AT3G22460	73.684	76	20	1.01e-34	122
104434897	AT2G04780	77.852	149	33	1.08e-74	241
104434900	AT5G57580	48.684	152	77	8.7e-39	155
104434907	AT5G55390	58.537	82	33	3.15e-23	110
104434909	AT5G57580	37.319	276	97	1.37e-45	174
104434918	AT3G07890	84.756	164	22	3.84e-88	293
104434927	AT3G59520	69.744	195	55	1.1e-79	251
104434928	AT5G35670	38.095	126	71	4.51e-29	80.1
104434934	AT1G27170	35.754	179	112	8.85e-53	119
104434943	AT5G18360	35	220	121	1.55e-22	103
104434950	AT2G04520	96.667	120	4	9.16e-66	205
104434953	AT5G57580	32.716	162	67	1.95e-19	87.4
104434963	AT5G17680	35.279	377	226	5.82e-81	191
104434967	AT1G04960	39.645	169	26	5.33e-28	117
104434975	AT3G14470	33.76	625	358	1.15e-137	283
104434978	AT2G04570	60.366	164	65	3.63e-64	220
104434985	AT3G04880	67.427	307	89	1.72e-147	423
104434986	AT3G04880	69.536	302	84	8.64e-154	440
104434992	AT3G04880	50.809	309	132	1.95e-83	253
104434997	AT1G08720	59.155	142	57	2.06e-43	175
104434999	AT1G78380	74.528	106	27	2.36e-73	171
104435000	AT1G12020	50.82	122	53	3.05e-21	90.9
104435001	AT3G04310	43.243	185	92	5.21e-31	123
104435004	AT1G52520	28.642	611	387	2.14e-61	225
104435005	AT5G36930	36.25	400	246	2.64e-89	212
104435006	AT1G11290	37.984	774	477	0	550
104435007	AT4G38180	31.379	631	390	3.58e-83	293
104435010	AT2G32900	56.842	190	78	3e-51	196
104435017	AT1G08845	64.516	93	32	8.25e-35	134
104435018	AT4G26090	27.342	523	320	8.7e-23	106
104435019	AT3G25490	61.022	313	118	7.06e-124	400
104435021	AT1G50640	87.234	47	6	1.31e-12	67.8
104435029	AT1G06050	67.235	293	91	2.9e-134	412
104435030	AT4G03960	80.303	66	13	9.35e-31	119
104435036	AT4G25800	67.742	93	30	1.82e-46	140
104435040	AT2G05790	67.149	484	115	0	641
104435058	AT3G08000	72.222	36	10	1.92e-08	55.1
104435059	AT1G27170	35.838	346	215	1.6e-47	189
104435060	AT1G72930	46.575	146	69	2.44e-32	124
104435064	AT5G36930	38.487	304	180	1.97e-40	160
104435065	AT5G06830	48.699	269	99	4.29e-68	191
104435071	AT5G27560	79.545	44	9	8.07e-14	74.3
104435073	AT5G27550	66.505	206	39	4.56e-83	291
104435075	AT2G05755	69.492	59	18	3.8e-17	86.3
104435086	AT5G43830	61.111	90	33	4.41e-26	107
104435089	AT3G22880	72.549	51	14	1.55e-17	85.5
104435092	AT4G15410	75.532	94	23	1.52e-39	152
104435101	AT5G55140	44.03	134	47	6.82e-25	100
104435103	AT2G32640	60.656	61	24	1.58e-27	77.4
104435107	AT1G09155	40.833	120	58	2.77e-17	75.5
104435111	AT3G62770	82.051	156	28	1.67e-100	280
104435112	AT1G09070	41.414	99	45	1.43e-19	74.7
104435113	AT3G62770	70.093	107	32	3.31e-65	166
104435116	AT4G22140	84.496	129	20	1.05e-67	228
104435117	AT3G05390	85.906	149	19	0	276
104435120	AT1G67500	66.818	220	73	1.79e-88	326
104435122	AT1G27170	34.783	230	147	1.94e-40	149
104435126	AT1G27170	36.667	270	165	3.6e-38	154
104435127	AT1G27170	35.362	345	214	3.1e-47	188
104435133	AT1G05060	50	132	51	6.46e-25	105
104435134	AT1G69550	49.4	417	209	1.77e-90	313
104435150	AT3G21630	50.476	210	93	1.52e-55	206
104435162	ATCG01280	68.939	132	41	1.05e-50	174
104435163	AT4G27190	25.916	737	485	1.58e-37	155
104435165	AT3G21630	50	208	93	3.16e-53	199
104435173	AT3G21630	49.321	221	97	1.01e-55	206
104435189	AT3G21630	49.321	221	97	6.11e-55	206
104435200	AT4G15420	62.697	445	153	0	577
104435209	AT1G27170	35.439	285	179	1.7e-49	195
104435210	AT2G32590	71.831	71	20	3.83e-25	113
104435216	AT5G57580	36.288	361	143	7.95e-67	239
104435219	AT1G05070	72.65	117	32	3.03e-47	167
104435220	AT4G25800	47.799	159	83	4.57e-35	143
